hour_of_day,is_weekend,severity_score,format_encoded,ip_is_external,ip_event_count,ip_fail_rate,rolling_event_rate,message_length,has_sql_keywords,has_exec_keywords,has_c2_keywords,has_auth_failure,has_privilege_esc,anomaly_label,_source_ip,_message,_severity,_format,_timestamp,_raw
8,0,2,1,1,119,0.1513,1,16,0,0,0,0,0,0,91.108.4.55,GET / → HTTP 500,MEDIUM,apache,15/Jan/2026:08:02:10 +0000,"91.108.4.55 - - [15/Jan/2026:08:02:10 +0000] ""GET / HTTP/1.1"" 500 24505"
8,0,2,1,1,1,0.0,0,21,0,0,0,0,1,0,30.162.192.208,GET /admin → HTTP 403,MEDIUM,apache,15/Jan/2026:08:02:12 +0000,"30.162.192.208 - - [15/Jan/2026:08:02:12 +0000] ""GET /admin HTTP/1.1"" 403 43958"
8,0,0,1,1,1,0.0,0,22,0,0,0,0,0,0,207.114.61.21,POST /about → HTTP 200,INFO,apache,15/Jan/2026:08:02:14 +0000,"207.114.61.21 - - [15/Jan/2026:08:02:14 +0000] ""POST /about HTTP/1.1"" 200 28505"
8,0,0,1,1,1,0.0,0,21,0,0,0,0,0,0,18.79.72.130,GET /about → HTTP 200,INFO,apache,15/Jan/2026:08:02:16 +0000,"18.79.72.130 - - [15/Jan/2026:08:02:16 +0000] ""GET /about HTTP/1.1"" 200 44616"
8,0,0,1,1,1,0.0,0,29,0,0,0,0,0,0,217.206.89.250,POST /wp-login.php → HTTP 302,INFO,apache,15/Jan/2026:08:02:18 +0000,"217.206.89.250 - - [15/Jan/2026:08:02:18 +0000] ""POST /wp-login.php HTTP/1.1"" 302 21348"
8,0,0,1,1,119,0.1513,2,28,0,0,0,0,0,0,91.108.4.55,GET /wp-login.php → HTTP 200,INFO,apache,15/Jan/2026:08:02:20 +0000,"91.108.4.55 - - [15/Jan/2026:08:02:20 +0000] ""GET /wp-login.php HTTP/1.1"" 200 41371"
8,0,0,1,1,1,0.0,0,23,0,0,0,0,0,0,67.214.66.127,GET /contact → HTTP 200,INFO,apache,15/Jan/2026:08:02:22 +0000,"67.214.66.127 - - [15/Jan/2026:08:02:22 +0000] ""GET /contact HTTP/1.1"" 200 2093"
8,0,0,1,1,1,0.0,0,29,0,0,0,0,0,0,57.195.231.21,POST /wp-login.php → HTTP 302,INFO,apache,15/Jan/2026:08:02:24 +0000,"57.195.231.21 - - [15/Jan/2026:08:02:24 +0000] ""POST /wp-login.php HTTP/1.1"" 302 19614"
8,0,0,1,1,1,0.0,0,25,0,0,0,0,0,0,39.112.202.93,GET /api/login → HTTP 200,INFO,apache,15/Jan/2026:08:02:26 +0000,"39.112.202.93 - - [15/Jan/2026:08:02:26 +0000] ""GET /api/login HTTP/1.1"" 200 9530"
8,0,2,1,1,1,0.0,0,27,0,0,0,0,1,0,159.204.30.20,POST /phpmyadmin → HTTP 403,MEDIUM,apache,15/Jan/2026:08:02:28 +0000,"159.204.30.20 - - [15/Jan/2026:08:02:28 +0000] ""POST /phpmyadmin HTTP/1.1"" 403 10428"
8,0,1,1,1,119,0.1513,2,23,0,0,0,0,0,0,91.108.4.55,GET /contact → HTTP 404,LOW,apache,15/Jan/2026:08:02:30 +0000,"91.108.4.55 - - [15/Jan/2026:08:02:30 +0000] ""GET /contact HTTP/1.1"" 404 25253"
8,0,1,1,1,1,0.0,0,31,0,0,0,0,0,0,166.158.109.7,POST /static/main.js → HTTP 404,LOW,apache,15/Jan/2026:08:02:32 +0000,"166.158.109.7 - - [15/Jan/2026:08:02:32 +0000] ""POST /static/main.js HTTP/1.1"" 404 33264"
8,0,1,1,1,1,0.0,0,26,0,0,0,0,0,0,150.181.150.16,POST /api/login → HTTP 404,LOW,apache,15/Jan/2026:08:02:34 +0000,"150.181.150.16 - - [15/Jan/2026:08:02:34 +0000] ""POST /api/login HTTP/1.1"" 404 41086"
8,0,0,1,1,1,0.0,0,24,0,0,0,0,0,0,95.181.219.140,POST /contact → HTTP 200,INFO,apache,15/Jan/2026:08:02:36 +0000,"95.181.219.140 - - [15/Jan/2026:08:02:36 +0000] ""POST /contact HTTP/1.1"" 200 21046"
8,0,2,1,1,1,0.0,0,30,0,0,0,0,0,0,42.215.244.219,GET /static/main.js → HTTP 500,MEDIUM,apache,15/Jan/2026:08:02:38 +0000,"42.215.244.219 - - [15/Jan/2026:08:02:38 +0000] ""GET /static/main.js HTTP/1.1"" 500 271"
8,0,2,1,1,119,0.1513,3,24,0,0,0,0,0,0,91.108.4.55,POST /contact → HTTP 500,MEDIUM,apache,15/Jan/2026:08:02:40 +0000,"91.108.4.55 - - [15/Jan/2026:08:02:40 +0000] ""POST /contact HTTP/1.1"" 500 8230"
8,0,2,1,1,1,0.0,0,27,0,0,0,0,0,0,43.59.33.95,POST /index.html → HTTP 500,MEDIUM,apache,15/Jan/2026:08:02:42 +0000,"43.59.33.95 - - [15/Jan/2026:08:02:42 +0000] ""POST /index.html HTTP/1.1"" 500 24025"
8,0,2,1,1,1,0.0,0,26,0,0,0,0,1,0,101.123.46.179,GET /phpmyadmin → HTTP 403,MEDIUM,apache,15/Jan/2026:08:02:44 +0000,"101.123.46.179 - - [15/Jan/2026:08:02:44 +0000] ""GET /phpmyadmin HTTP/1.1"" 403 12656"
8,0,1,1,1,1,0.0,0,21,0,0,0,0,1,0,164.196.231.25,GET /admin → HTTP 404,LOW,apache,15/Jan/2026:08:02:46 +0000,"164.196.231.25 - - [15/Jan/2026:08:02:46 +0000] ""GET /admin HTTP/1.1"" 404 47619"
8,0,1,1,1,1,0.0,0,23,0,0,0,0,0,0,163.151.163.77,GET /contact → HTTP 404,LOW,apache,15/Jan/2026:08:02:48 +0000,"163.151.163.77 - - [15/Jan/2026:08:02:48 +0000] ""GET /contact HTTP/1.1"" 404 38773"
8,0,0,1,1,119,0.1513,4,27,0,0,0,0,0,0,91.108.4.55,POST /index.html → HTTP 200,INFO,apache,15/Jan/2026:08:02:50 +0000,"91.108.4.55 - - [15/Jan/2026:08:02:50 +0000] ""POST /index.html HTTP/1.1"" 200 29522"
8,0,1,1,1,1,0.0,0,21,0,0,0,0,1,0,143.157.127.64,GET /admin → HTTP 404,LOW,apache,15/Jan/2026:08:02:52 +0000,"143.157.127.64 - - [15/Jan/2026:08:02:52 +0000] ""GET /admin HTTP/1.1"" 404 25415"
8,0,1,1,1,1,0.0,0,26,0,0,0,0,0,0,22.127.72.21,POST /api/login → HTTP 404,LOW,apache,15/Jan/2026:08:02:54 +0000,"22.127.72.21 - - [15/Jan/2026:08:02:54 +0000] ""POST /api/login HTTP/1.1"" 404 9484"
8,0,1,1,1,1,0.0,0,23,0,0,0,0,0,0,219.181.164.162,GET /contact → HTTP 404,LOW,apache,15/Jan/2026:08:02:56 +0000,"219.181.164.162 - - [15/Jan/2026:08:02:56 +0000] ""GET /contact HTTP/1.1"" 404 10897"
8,0,2,1,1,1,0.0,0,24,0,0,0,0,0,0,216.173.86.148,POST /contact → HTTP 500,MEDIUM,apache,15/Jan/2026:08:02:58 +0000,"216.173.86.148 - - [15/Jan/2026:08:02:58 +0000] ""POST /contact HTTP/1.1"" 500 6931"
8,0,0,1,1,32,0.375,0,21,0,0,0,0,0,0,77.88.44.3,GET /about → HTTP 200,INFO,apache,15/Jan/2026:08:03:00 +0000,"77.88.44.3 - - [15/Jan/2026:08:03:00 +0000] ""GET /about HTTP/1.1"" 200 40020"
8,0,2,1,1,1,0.0,0,27,0,0,0,0,0,0,182.244.249.172,POST /index.html → HTTP 500,MEDIUM,apache,15/Jan/2026:08:03:02 +0000,"182.244.249.172 - - [15/Jan/2026:08:03:02 +0000] ""POST /index.html HTTP/1.1"" 500 20030"
8,0,0,1,1,1,0.0,0,30,0,0,0,0,0,0,162.28.151.46,GET /static/main.js → HTTP 200,INFO,apache,15/Jan/2026:08:03:04 +0000,"162.28.151.46 - - [15/Jan/2026:08:03:04 +0000] ""GET /static/main.js HTTP/1.1"" 200 8894"
8,0,0,1,1,1,0.0,0,31,0,0,0,0,0,0,207.35.240.100,POST /static/main.js → HTTP 200,INFO,apache,15/Jan/2026:08:03:06 +0000,"207.35.240.100 - - [15/Jan/2026:08:03:06 +0000] ""POST /static/main.js HTTP/1.1"" 200 17096"
8,0,0,1,1,1,0.0,0,29,0,0,0,0,0,0,18.13.83.120,POST /wp-login.php → HTTP 302,INFO,apache,15/Jan/2026:08:03:08 +0000,"18.13.83.120 - - [15/Jan/2026:08:03:08 +0000] ""POST /wp-login.php HTTP/1.1"" 302 17923"
8,0,2,1,1,32,0.375,1,20,0,0,0,0,0,0,77.88.44.3,GET /.env → HTTP 403,MEDIUM,apache,15/Jan/2026:08:03:10 +0000,"77.88.44.3 - - [15/Jan/2026:08:03:10 +0000] ""GET /.env HTTP/1.1"" 403 16752"
8,0,2,1,1,1,0.0,0,22,0,0,0,0,1,0,152.63.34.24,POST /admin → HTTP 403,MEDIUM,apache,15/Jan/2026:08:03:12 +0000,"152.63.34.24 - - [15/Jan/2026:08:03:12 +0000] ""POST /admin HTTP/1.1"" 403 9686"
8,0,1,1,1,1,0.0,0,20,0,0,0,0,0,0,123.242.104.158,GET /.env → HTTP 404,LOW,apache,15/Jan/2026:08:03:14 +0000,"123.242.104.158 - - [15/Jan/2026:08:03:14 +0000] ""GET /.env HTTP/1.1"" 404 43389"
8,0,1,1,1,1,0.0,0,23,0,0,0,0,0,0,186.74.253.62,GET /contact → HTTP 404,LOW,apache,15/Jan/2026:08:03:16 +0000,"186.74.253.62 - - [15/Jan/2026:08:03:16 +0000] ""GET /contact HTTP/1.1"" 404 16867"
8,0,2,1,1,1,0.0,0,26,0,0,0,0,1,0,177.89.78.8,GET /phpmyadmin → HTTP 403,MEDIUM,apache,15/Jan/2026:08:03:18 +0000,"177.89.78.8 - - [15/Jan/2026:08:03:18 +0000] ""GET /phpmyadmin HTTP/1.1"" 403 35681"
8,0,1,1,1,32,0.375,2,21,0,0,0,0,0,0,77.88.44.3,GET /about → HTTP 404,LOW,apache,15/Jan/2026:08:03:20 +0000,"77.88.44.3 - - [15/Jan/2026:08:03:20 +0000] ""GET /about HTTP/1.1"" 404 4797"
8,0,2,1,1,1,0.0,0,16,0,0,0,0,0,0,49.50.214.80,GET / → HTTP 500,MEDIUM,apache,15/Jan/2026:08:03:22 +0000,"49.50.214.80 - - [15/Jan/2026:08:03:22 +0000] ""GET / HTTP/1.1"" 500 17042"
8,0,2,1,1,1,0.0,0,17,0,0,0,0,0,0,125.8.254.51,POST / → HTTP 500,MEDIUM,apache,15/Jan/2026:08:03:24 +0000,"125.8.254.51 - - [15/Jan/2026:08:03:24 +0000] ""POST / HTTP/1.1"" 500 14256"
8,0,1,1,1,1,0.0,0,30,0,0,0,0,0,0,65.252.68.26,GET /static/main.js → HTTP 404,LOW,apache,15/Jan/2026:08:03:26 +0000,"65.252.68.26 - - [15/Jan/2026:08:03:26 +0000] ""GET /static/main.js HTTP/1.1"" 404 4779"
8,0,0,1,1,1,0.0,0,30,0,0,0,0,0,0,203.167.18.147,GET /static/main.js → HTTP 200,INFO,apache,15/Jan/2026:08:03:28 +0000,"203.167.18.147 - - [15/Jan/2026:08:03:28 +0000] ""GET /static/main.js HTTP/1.1"" 200 17626"
8,0,2,1,1,32,0.375,3,22,0,0,0,0,1,0,77.88.44.3,POST /admin → HTTP 403,MEDIUM,apache,15/Jan/2026:08:03:30 +0000,"77.88.44.3 - - [15/Jan/2026:08:03:30 +0000] ""POST /admin HTTP/1.1"" 403 11502"
8,0,2,1,1,1,0.0,0,26,0,0,0,0,1,0,29.153.102.145,GET /phpmyadmin → HTTP 403,MEDIUM,apache,15/Jan/2026:08:03:32 +0000,"29.153.102.145 - - [15/Jan/2026:08:03:32 +0000] ""GET /phpmyadmin HTTP/1.1"" 403 19690"
8,0,0,1,1,1,0.0,0,26,0,0,0,0,0,0,132.215.233.13,POST /api/login → HTTP 200,INFO,apache,15/Jan/2026:08:03:34 +0000,"132.215.233.13 - - [15/Jan/2026:08:03:34 +0000] ""POST /api/login HTTP/1.1"" 200 7541"
8,0,1,1,1,1,0.0,0,31,0,0,0,0,0,0,183.39.101.147,POST /static/main.js → HTTP 404,LOW,apache,15/Jan/2026:08:03:36 +0000,"183.39.101.147 - - [15/Jan/2026:08:03:36 +0000] ""POST /static/main.js HTTP/1.1"" 404 41878"
8,0,1,1,1,1,0.0,0,21,0,0,0,0,0,0,217.191.112.13,POST /.env → HTTP 404,LOW,apache,15/Jan/2026:08:03:38 +0000,"217.191.112.13 - - [15/Jan/2026:08:03:38 +0000] ""POST /.env HTTP/1.1"" 404 6364"
8,0,1,1,1,119,0.1513,0,21,0,0,0,0,0,0,91.108.4.55,POST /.env → HTTP 404,LOW,apache,15/Jan/2026:08:03:40 +0000,"91.108.4.55 - - [15/Jan/2026:08:03:40 +0000] ""POST /.env HTTP/1.1"" 404 34441"
8,0,0,1,1,1,0.0,0,16,0,0,0,0,0,0,220.2.228.10,GET / → HTTP 200,INFO,apache,15/Jan/2026:08:03:42 +0000,"220.2.228.10 - - [15/Jan/2026:08:03:42 +0000] ""GET / HTTP/1.1"" 200 7457"
8,0,2,1,1,1,0.0,0,20,0,0,0,0,0,0,26.137.209.78,GET /.env → HTTP 403,MEDIUM,apache,15/Jan/2026:08:03:44 +0000,"26.137.209.78 - - [15/Jan/2026:08:03:44 +0000] ""GET /.env HTTP/1.1"" 403 6993"
8,0,0,1,1,1,0.0,0,28,0,0,0,0,0,0,100.229.189.243,GET /wp-login.php → HTTP 200,INFO,apache,15/Jan/2026:08:03:46 +0000,"100.229.189.243 - - [15/Jan/2026:08:03:46 +0000] ""GET /wp-login.php HTTP/1.1"" 200 28260"
8,0,1,1,1,1,0.0,0,26,0,0,0,0,0,0,183.132.250.194,GET /index.html → HTTP 404,LOW,apache,15/Jan/2026:08:03:48 +0000,"183.132.250.194 - - [15/Jan/2026:08:03:48 +0000] ""GET /index.html HTTP/1.1"" 404 13058"
8,0,1,1,1,32,0.375,3,22,0,0,0,0,0,0,77.88.44.3,POST /about → HTTP 404,LOW,apache,15/Jan/2026:08:03:50 +0000,"77.88.44.3 - - [15/Jan/2026:08:03:50 +0000] ""POST /about HTTP/1.1"" 404 7869"
8,0,1,1,1,1,0.0,0,21,0,0,0,0,0,0,25.32.53.100,POST /.env → HTTP 404,LOW,apache,15/Jan/2026:08:03:52 +0000,"25.32.53.100 - - [15/Jan/2026:08:03:52 +0000] ""POST /.env HTTP/1.1"" 404 9566"
8,0,2,1,1,1,0.0,0,26,0,0,0,0,0,0,198.204.78.208,POST /api/login → HTTP 500,MEDIUM,apache,15/Jan/2026:08:03:54 +0000,"198.204.78.208 - - [15/Jan/2026:08:03:54 +0000] ""POST /api/login HTTP/1.1"" 500 35881"
8,0,1,1,1,1,0.0,0,16,0,0,0,0,0,0,194.167.4.179,GET / → HTTP 404,LOW,apache,15/Jan/2026:08:03:56 +0000,"194.167.4.179 - - [15/Jan/2026:08:03:56 +0000] ""GET / HTTP/1.1"" 404 27739"
8,0,0,1,1,1,0.0,0,22,0,0,0,0,0,0,145.226.254.23,POST /about → HTTP 200,INFO,apache,15/Jan/2026:08:03:58 +0000,"145.226.254.23 - - [15/Jan/2026:08:03:58 +0000] ""POST /about HTTP/1.1"" 200 48958"
8,0,0,1,1,32,0.375,3,22,0,0,0,0,0,0,77.88.44.3,POST /about → HTTP 200,INFO,apache,15/Jan/2026:08:04:00 +0000,"77.88.44.3 - - [15/Jan/2026:08:04:00 +0000] ""POST /about HTTP/1.1"" 200 5667"
8,0,1,1,1,1,0.0,0,16,0,0,0,0,0,0,192.227.210.37,GET / → HTTP 404,LOW,apache,15/Jan/2026:08:04:02 +0000,"192.227.210.37 - - [15/Jan/2026:08:04:02 +0000] ""GET / HTTP/1.1"" 404 32997"
8,0,0,1,1,1,0.0,0,25,0,0,0,0,0,0,112.168.179.219,GET /api/login → HTTP 200,INFO,apache,15/Jan/2026:08:04:04 +0000,"112.168.179.219 - - [15/Jan/2026:08:04:04 +0000] ""GET /api/login HTTP/1.1"" 200 38433"
8,0,2,1,1,1,0.0,0,31,0,0,0,0,0,0,145.178.132.67,POST /static/main.js → HTTP 500,MEDIUM,apache,15/Jan/2026:08:04:06 +0000,"145.178.132.67 - - [15/Jan/2026:08:04:06 +0000] ""POST /static/main.js HTTP/1.1"" 500 2264"
8,0,1,1,1,1,0.0,0,21,0,0,0,0,0,0,47.193.27.247,POST /.env → HTTP 404,LOW,apache,15/Jan/2026:08:04:08 +0000,"47.193.27.247 - - [15/Jan/2026:08:04:08 +0000] ""POST /.env HTTP/1.1"" 404 5851"
8,0,0,1,1,119,0.1513,1,25,0,0,0,0,0,0,91.108.4.55,GET /api/login → HTTP 200,INFO,apache,15/Jan/2026:08:04:10 +0000,"91.108.4.55 - - [15/Jan/2026:08:04:10 +0000] ""GET /api/login HTTP/1.1"" 200 8190"
8,0,1,1,1,1,0.0,0,22,0,0,0,0,1,0,57.219.155.103,POST /admin → HTTP 404,LOW,apache,15/Jan/2026:08:04:12 +0000,"57.219.155.103 - - [15/Jan/2026:08:04:12 +0000] ""POST /admin HTTP/1.1"" 404 45338"
8,0,0,1,1,1,0.0,0,28,0,0,0,0,0,0,84.208.119.150,GET /wp-login.php → HTTP 200,INFO,apache,15/Jan/2026:08:04:14 +0000,"84.208.119.150 - - [15/Jan/2026:08:04:14 +0000] ""GET /wp-login.php HTTP/1.1"" 200 30547"
8,0,2,1,1,1,0.0,0,23,0,0,0,0,0,0,175.176.39.150,GET /contact → HTTP 500,MEDIUM,apache,15/Jan/2026:08:04:16 +0000,"175.176.39.150 - - [15/Jan/2026:08:04:16 +0000] ""GET /contact HTTP/1.1"" 500 4883"
8,0,0,1,1,1,0.0,0,24,0,0,0,0,0,0,172.179.156.124,POST /contact → HTTP 200,INFO,apache,15/Jan/2026:08:04:18 +0000,"172.179.156.124 - - [15/Jan/2026:08:04:18 +0000] ""POST /contact HTTP/1.1"" 200 23586"
8,0,2,1,1,119,0.1513,2,30,0,0,0,0,0,0,91.108.4.55,GET /static/main.js → HTTP 500,MEDIUM,apache,15/Jan/2026:08:04:20 +0000,"91.108.4.55 - - [15/Jan/2026:08:04:20 +0000] ""GET /static/main.js HTTP/1.1"" 500 30776"
8,0,2,1,1,1,0.0,0,21,0,0,0,0,0,0,181.126.139.12,POST /.env → HTTP 403,MEDIUM,apache,15/Jan/2026:08:04:22 +0000,"181.126.139.12 - - [15/Jan/2026:08:04:22 +0000] ""POST /.env HTTP/1.1"" 403 37378"
8,0,2,1,1,1,0.0,0,21,0,0,0,0,1,0,114.30.189.164,GET /admin → HTTP 403,MEDIUM,apache,15/Jan/2026:08:04:24 +0000,"114.30.189.164 - - [15/Jan/2026:08:04:24 +0000] ""GET /admin HTTP/1.1"" 403 19585"
8,0,1,1,1,1,0.0,0,27,0,0,0,0,0,0,124.47.131.54,POST /index.html → HTTP 404,LOW,apache,15/Jan/2026:08:04:26 +0000,"124.47.131.54 - - [15/Jan/2026:08:04:26 +0000] ""POST /index.html HTTP/1.1"" 404 11768"
8,0,2,1,1,1,0.0,0,27,0,0,0,0,1,0,202.218.35.99,POST /phpmyadmin → HTTP 403,MEDIUM,apache,15/Jan/2026:08:04:28 +0000,"202.218.35.99 - - [15/Jan/2026:08:04:28 +0000] ""POST /phpmyadmin HTTP/1.1"" 403 47232"
8,0,0,1,1,119,0.1513,2,26,0,0,0,0,0,0,91.108.4.55,POST /api/login → HTTP 200,INFO,apache,15/Jan/2026:08:04:30 +0000,"91.108.4.55 - - [15/Jan/2026:08:04:30 +0000] ""POST /api/login HTTP/1.1"" 200 25379"
8,0,2,1,1,1,0.0,0,23,0,0,0,0,0,0,77.56.139.222,GET /contact → HTTP 500,MEDIUM,apache,15/Jan/2026:08:04:32 +0000,"77.56.139.222 - - [15/Jan/2026:08:04:32 +0000] ""GET /contact HTTP/1.1"" 500 1903"
8,0,0,1,1,1,0.0,0,25,0,0,0,0,0,0,177.124.208.61,GET /api/login → HTTP 200,INFO,apache,15/Jan/2026:08:04:34 +0000,"177.124.208.61 - - [15/Jan/2026:08:04:34 +0000] ""GET /api/login HTTP/1.1"" 200 45955"
8,0,2,1,1,1,0.0,0,16,0,0,0,0,0,0,145.252.7.26,GET / → HTTP 500,MEDIUM,apache,15/Jan/2026:08:04:36 +0000,"145.252.7.26 - - [15/Jan/2026:08:04:36 +0000] ""GET / HTTP/1.1"" 500 20557"
8,0,1,1,1,1,0.0,0,26,0,0,0,0,1,0,20.251.55.180,GET /phpmyadmin → HTTP 404,LOW,apache,15/Jan/2026:08:04:38 +0000,"20.251.55.180 - - [15/Jan/2026:08:04:38 +0000] ""GET /phpmyadmin HTTP/1.1"" 404 11431"
8,0,0,1,1,32,0.375,1,25,0,0,0,0,0,0,77.88.44.3,GET /api/login → HTTP 200,INFO,apache,15/Jan/2026:08:04:40 +0000,"77.88.44.3 - - [15/Jan/2026:08:04:40 +0000] ""GET /api/login HTTP/1.1"" 200 49685"
8,0,1,1,1,1,0.0,0,21,0,0,0,0,1,0,109.244.162.94,GET /admin → HTTP 404,LOW,apache,15/Jan/2026:08:04:42 +0000,"109.244.162.94 - - [15/Jan/2026:08:04:42 +0000] ""GET /admin HTTP/1.1"" 404 37414"
8,0,1,1,1,1,0.0,0,21,0,0,0,0,1,0,182.108.90.247,GET /admin → HTTP 404,LOW,apache,15/Jan/2026:08:04:44 +0000,"182.108.90.247 - - [15/Jan/2026:08:04:44 +0000] ""GET /admin HTTP/1.1"" 404 47037"
8,0,1,1,1,1,0.0,0,27,0,0,0,0,0,0,119.139.16.59,POST /index.html → HTTP 404,LOW,apache,15/Jan/2026:08:04:46 +0000,"119.139.16.59 - - [15/Jan/2026:08:04:46 +0000] ""POST /index.html HTTP/1.1"" 404 15397"
8,0,2,1,1,1,0.0,0,27,0,0,0,0,0,0,167.178.164.161,POST /index.html → HTTP 500,MEDIUM,apache,15/Jan/2026:08:04:48 +0000,"167.178.164.161 - - [15/Jan/2026:08:04:48 +0000] ""POST /index.html HTTP/1.1"" 500 13381"
8,0,0,1,1,119,0.1513,3,23,0,0,0,0,0,0,91.108.4.55,GET /contact → HTTP 200,INFO,apache,15/Jan/2026:08:04:50 +0000,"91.108.4.55 - - [15/Jan/2026:08:04:50 +0000] ""GET /contact HTTP/1.1"" 200 47570"
8,0,0,1,1,1,0.0,0,24,0,0,0,0,0,0,103.147.43.200,POST /contact → HTTP 200,INFO,apache,15/Jan/2026:08:04:52 +0000,"103.147.43.200 - - [15/Jan/2026:08:04:52 +0000] ""POST /contact HTTP/1.1"" 200 31511"
8,0,2,1,1,1,0.0,0,22,0,0,0,0,1,0,218.66.12.158,POST /admin → HTTP 403,MEDIUM,apache,15/Jan/2026:08:04:54 +0000,"218.66.12.158 - - [15/Jan/2026:08:04:54 +0000] ""POST /admin HTTP/1.1"" 403 4634"
8,0,2,1,1,1,0.0,0,27,0,0,0,0,1,0,186.42.223.52,POST /phpmyadmin → HTTP 403,MEDIUM,apache,15/Jan/2026:08:04:56 +0000,"186.42.223.52 - - [15/Jan/2026:08:04:56 +0000] ""POST /phpmyadmin HTTP/1.1"" 403 3786"
8,0,0,1,1,1,0.0,0,30,0,0,0,0,0,0,157.217.102.110,GET /static/main.js → HTTP 200,INFO,apache,15/Jan/2026:08:04:58 +0000,"157.217.102.110 - - [15/Jan/2026:08:04:58 +0000] ""GET /static/main.js HTTP/1.1"" 200 34676"
8,0,3,2,1,22,0.9091,0,55,0,0,0,1,0,0,195.178.55.22,EventID 4625: [CORP\jsmith] An account failed to log on,HIGH,windows_event,2026-01-15 08:00:00,2026-01-15 08:00:00 EventID=4625 User=CORP\jsmith Source=195.178.55.22 Message=An account failed to log on
8,0,3,2,1,22,0.9091,1,54,0,0,0,1,1,0,195.178.55.22,EventID 4625: [CORP\admin] An account failed to log on,HIGH,windows_event,2026-01-15 08:00:36,2026-01-15 08:00:36 EventID=4625 User=CORP\admin Source=195.178.55.22 Message=An account failed to log on
8,0,3,2,1,32,0.375,1,55,0,0,0,1,0,0,77.88.44.3,EventID 4625: [CORP\jsmith] An account failed to log on,HIGH,windows_event,2026-01-15 08:01:12,2026-01-15 08:01:12 EventID=4625 User=CORP\jsmith Source=77.88.44.3 Message=An account failed to log on
8,0,2,2,0,1,0.0,0,77,0,1,0,0,0,0,10.0.0.36,EventID 4688: [CORP\jsmith] New process created: powershell.exe -enc SQBFAFgA,MEDIUM,windows_event,2026-01-15 08:01:48,2026-01-15 08:01:48 EventID=4688 User=CORP\jsmith Source=10.0.0.36 Message=New process created: powershell.exe -enc SQBF
8,0,3,2,0,1,1.0,0,98,0,0,0,0,1,0,10.0.0.171,EventID 4728: [CORP\IT-Admin] A member was added to a security-enabled global group: Domain Admins,HIGH,windows_event,2026-01-15 08:02:24,2026-01-15 08:02:24 EventID=4728 User=CORP\IT-Admin Source=10.0.0.171 Message=A member was added to a security-enabled g
8,0,1,2,1,22,0.9091,2,71,0,0,1,0,0,0,195.178.55.22,EventID 5156: [SYSTEM] Network connection allowed to 185.220.101.47:443,LOW,windows_event,2026-01-15 08:03:00,2026-01-15 08:03:00 EventID=5156 User=SYSTEM Source=195.178.55.22 Message=Network connection allowed to 185.220.101.47:4
8,0,3,2,1,22,0.8636,0,54,0,0,0,1,1,0,185.220.101.47,EventID 4625: [CORP\admin] An account failed to log on,HIGH,windows_event,2026-01-15 08:03:36,2026-01-15 08:03:36 EventID=4625 User=CORP\admin Source=185.220.101.47 Message=An account failed to log on
8,0,3,2,0,1,1.0,0,70,0,0,0,0,1,0,10.0.0.46,EventID 4720: [CORP\IT-Admin] A user account was created: backdoor_svc,HIGH,windows_event,2026-01-15 08:04:12,2026-01-15 08:04:12 EventID=4720 User=CORP\IT-Admin Source=10.0.0.46 Message=A user account was created: backdoor_svc
8,0,3,2,0,1,1.0,0,98,0,0,0,0,1,0,10.0.0.165,EventID 4728: [CORP\IT-Admin] A member was added to a security-enabled global group: Domain Admins,HIGH,windows_event,2026-01-15 08:04:48,2026-01-15 08:04:48 EventID=4728 User=CORP\IT-Admin Source=10.0.0.165 Message=A member was added to a security-enabled g
8,0,1,2,1,119,0.1513,1,71,0,0,1,0,0,0,91.108.4.55,EventID 5156: [SYSTEM] Network connection allowed to 185.220.101.47:443,LOW,windows_event,2026-01-15 08:05:24,2026-01-15 08:05:24 EventID=5156 User=SYSTEM Source=91.108.4.55 Message=Network connection allowed to 185.220.101.47:443
8,0,2,2,0,2,0.5,0,77,0,1,0,0,0,0,10.0.0.166,EventID 4688: [CORP\jsmith] New process created: powershell.exe -enc SQBFAFgA,MEDIUM,windows_event,2026-01-15 08:06:00,2026-01-15 08:06:00 EventID=4688 User=CORP\jsmith Source=10.0.0.166 Message=New process created: powershell.exe -enc SQB
8,0,3,2,0,2,0.5,1,71,0,0,0,0,1,0,10.0.0.166,EventID 4698: [CORP\admin] A scheduled task was created: svchost_update,HIGH,windows_event,2026-01-15 08:06:36,2026-01-15 08:06:36 EventID=4698 User=CORP\admin Source=10.0.0.166 Message=A scheduled task was created: svchost_update
8,0,3,2,0,2,0.5,0,71,0,0,0,0,1,0,10.0.0.176,EventID 4698: [CORP\admin] A scheduled task was created: svchost_update,HIGH,windows_event,2026-01-15 08:07:12,2026-01-15 08:07:12 EventID=4698 User=CORP\admin Source=10.0.0.176 Message=A scheduled task was created: svchost_update
8,0,3,2,0,2,0.5,0,98,0,0,0,0,1,0,10.0.0.75,EventID 4728: [CORP\IT-Admin] A member was added to a security-enabled global group: Domain Admins,HIGH,windows_event,2026-01-15 08:07:48,2026-01-15 08:07:48 EventID=4728 User=CORP\IT-Admin Source=10.0.0.75 Message=A member was added to a security-enabled gl
